path	experiment	N	type	s	ref	gwas_format
/mnt/lab_data/montgomery/nicolerg/local-eqtl/admixed/annotation/coloc/gtex_gwas/coloc_input	UKB_20002_1464_self_reported_rheumatoid_arthritis	337119	cc	0.011064342	117_admix	pval_only
/mnt/lab_data/montgomery/nicolerg/local-eqtl/admixed/annotation/coloc/gtex_gwas/coloc_input	UKB_20002_1466_self_reported_gout	337119	cc	0.01425906	117_admix	pval_only
/mnt/lab_data/montgomery/nicolerg/local-eqtl/admixed/annotation/coloc/gtex_gwas/coloc_input	UKB_20002_1473_self_reported_high_cholesterol	337119	cc	0.122496804	117_admix	pval_only
/mnt/lab_data/montgomery/nicolerg/local-eqtl/admixed/annotation/coloc/gtex_gwas/coloc_input	UKB_20002_1616_self_reported_insomnia	337119	cc	0.000952186	117_admix	pval_only
/mnt/lab_data/montgomery/nicolerg/local-eqtl/admixed/annotation/coloc/gtex_gwas/coloc_input	UKB_20016_Fluid_intelligence_score	337119	quant	NA	117_admix	pval_only
/mnt/lab_data/montgomery/nicolerg/local-eqtl/admixed/annotation/coloc/gtex_gwas/coloc_input	UKB_20022_Birth_weight	337119	quant	NA	117_admix	pval_only
/mnt/lab_data/montgomery/nicolerg/local-eqtl/admixed/annotation/coloc/gtex_gwas/coloc_input	UKB_20127_Neuroticism_score	337119	quant	NA	117_admix	pval_only
/mnt/lab_data/montgomery/nicolerg/local-eqtl/admixed/annotation/coloc/gtex_gwas/coloc_input	UKB_21001_Body_mass_index_BMI	337119	quant	NA	117_admix	pval_only
/mnt/lab_data/montgomery/nicolerg/local-eqtl/admixed/annotation/coloc/gtex_gwas/coloc_input	UKB_23099_Body_fat_percentage	337119	quant	NA	117_admix	pval_only
/mnt/lab_data/montgomery/nicolerg/local-eqtl/admixed/annotation/coloc/gtex_gwas/coloc_input	UKB_2395_2_Hair_or_balding_pattern_Pattern_2	337119	cc	0.105490939	117_admix	pval_only
/mnt/lab_data/montgomery/nicolerg/local-eqtl/admixed/annotation/coloc/gtex_gwas/coloc_input	UKB_2395_3_Hair_or_balding_pattern_Pattern_3	337119	cc	0.123351102	117_admix	pval_only
/mnt/lab_data/montgomery/nicolerg/local-eqtl/admixed/annotation/coloc/gtex_gwas/coloc_input	UKB_2395_4_Hair_or_balding_pattern_Pattern_4	337119	cc	0.08421062	117_admix	pval_only
/mnt/lab_data/montgomery/nicolerg/local-eqtl/admixed/annotation/coloc/gtex_gwas/coloc_input	UKB_3526_Mothers_age_at_death	337119	quant	NA	117_admix	pval_only
/mnt/lab_data/montgomery/nicolerg/local-eqtl/admixed/annotation/coloc/gtex_gwas/coloc_input	UKB_50_Standing_height	337119	quant	NA	117_admix	pval_only
/mnt/lab_data/montgomery/nicolerg/local-eqtl/admixed/annotation/coloc/gtex_gwas/coloc_input	UKB_6150_1_Vascular_or_heart_problems_diagnosed_by_doctor_Heart_attack	337119	cc	0.023107567	117_admix	pval_only
/mnt/lab_data/montgomery/nicolerg/local-eqtl/admixed/annotation/coloc/gtex_gwas/coloc_input	UKB_6152_5_diagnosed_by_doctor_Blood_clot_in_the_leg_DVT	337119	cc	0.020482382	117_admix	pval_only
/mnt/lab_data/montgomery/nicolerg/local-eqtl/admixed/annotation/coloc/gtex_gwas/coloc_input	UKB_6152_7_diagnosed_by_doctor_Blood_clot_in_the_lung	337119	cc	0.008270077	117_admix	pval_only
/mnt/lab_data/montgomery/nicolerg/local-eqtl/admixed/annotation/coloc/gtex_gwas/coloc_input	UKB_6152_8_diagnosed_by_doctor_Asthma	337119	cc	0.115066193	117_admix	pval_only
/mnt/lab_data/montgomery/nicolerg/local-eqtl/admixed/annotation/coloc/gtex_gwas/coloc_input	UKB_6152_9_diagnosed_by_doctor_Hayfever_allergic_rhinitis_or_eczema	337119	cc	0.231048977	117_admix	pval_only
/mnt/lab_data/montgomery/nicolerg/local-eqtl/admixed/annotation/coloc/gtex_gwas/coloc_input	UKB_G40_Diagnoses_main_ICD10_G40_Epilepsy	337119	cc	0.001761989	117_admix	pval_only
/mnt/lab_data/montgomery/nicolerg/local-eqtl/admixed/annotation/coloc/gtex_gwas/coloc_input	UKB_G43_Diagnoses_main_ICD10_G43_Migraine	337119	cc	0.002177273	117_admix	pval_only
/mnt/lab_data/montgomery/nicolerg/local-eqtl/admixed/annotation/coloc/gtex_gwas/coloc_input	UKB_20002_1065_self_reported_hypertension	337119	cc	0.260115864	117_admix	pval_only
/mnt/lab_data/montgomery/nicolerg/local-eqtl/admixed/annotation/coloc/gtex_gwas/coloc_input	ADIPOGen_Adiponectin	39883	quant	NA	117_admix	pval_only
/mnt/lab_data/montgomery/nicolerg/local-eqtl/admixed/annotation/coloc/gtex_gwas/coloc_input	Astle_et_al_2016_Eosinophil_counts	173480	quant	NA	117_admix	pval_only
/mnt/lab_data/montgomery/nicolerg/local-eqtl/admixed/annotation/coloc/gtex_gwas/coloc_input	Astle_et_al_2016_Granulocyte_count	173480	quant	NA	117_admix	pval_only
/mnt/lab_data/montgomery/nicolerg/local-eqtl/admixed/annotation/coloc/gtex_gwas/coloc_input	Astle_et_al_2016_High_light_scatter_reticulocyte_count	173480	quant	NA	117_admix	pval_only
/mnt/lab_data/montgomery/nicolerg/local-eqtl/admixed/annotation/coloc/gtex_gwas/coloc_input	Astle_et_al_2016_Lymphocyte_counts	173480	quant	NA	117_admix	pval_only
/mnt/lab_data/montgomery/nicolerg/local-eqtl/admixed/annotation/coloc/gtex_gwas/coloc_input	Astle_et_al_2016_Monocyte_count	173480	quant	NA	117_admix	pval_only
/mnt/lab_data/montgomery/nicolerg/local-eqtl/admixed/annotation/coloc/gtex_gwas/coloc_input	Astle_et_al_2016_Myeloid_white_cell_count	173480	quant	NA	117_admix	pval_only
/mnt/lab_data/montgomery/nicolerg/local-eqtl/admixed/annotation/coloc/gtex_gwas/coloc_input	Astle_et_al_2016_Neutrophil_count	173480	quant	NA	117_admix	pval_only
/mnt/lab_data/montgomery/nicolerg/local-eqtl/admixed/annotation/coloc/gtex_gwas/coloc_input	Astle_et_al_2016_Platelet_count	173480	quant	NA	117_admix	pval_only
/mnt/lab_data/montgomery/nicolerg/local-eqtl/admixed/annotation/coloc/gtex_gwas/coloc_input	Astle_et_al_2016_Red_blood_cell_count	173480	quant	NA	117_admix	pval_only
/mnt/lab_data/montgomery/nicolerg/local-eqtl/admixed/annotation/coloc/gtex_gwas/coloc_input	Astle_et_al_2016_Reticulocyte_count	173480	quant	NA	117_admix	pval_only
/mnt/lab_data/montgomery/nicolerg/local-eqtl/admixed/annotation/coloc/gtex_gwas/coloc_input	Astle_et_al_2016_Sum_basophil_neutrophil_counts	173480	quant	NA	117_admix	pval_only
/mnt/lab_data/montgomery/nicolerg/local-eqtl/admixed/annotation/coloc/gtex_gwas/coloc_input	Astle_et_al_2016_Sum_eosinophil_basophil_counts	173480	quant	NA	117_admix	pval_only
/mnt/lab_data/montgomery/nicolerg/local-eqtl/admixed/annotation/coloc/gtex_gwas/coloc_input	Astle_et_al_2016_Sum_neutrophil_eosinophil_counts	173480	quant	NA	117_admix	pval_only
/mnt/lab_data/montgomery/nicolerg/local-eqtl/admixed/annotation/coloc/gtex_gwas/coloc_input	Astle_et_al_2016_White_blood_cell_count	173480	quant	NA	117_admix	pval_only
/mnt/lab_data/montgomery/nicolerg/local-eqtl/admixed/annotation/coloc/gtex_gwas/coloc_input	CARDIoGRAM_C4D_CAD_ADDITIVE	184305	cc	0.329893383	117_admix	pval_only
/mnt/lab_data/montgomery/nicolerg/local-eqtl/admixed/annotation/coloc/gtex_gwas/coloc_input	CKDGen_Chronic_Kidney_Disease	70484	quant	NA	117_admix	pval_only
/mnt/lab_data/montgomery/nicolerg/local-eqtl/admixed/annotation/coloc/gtex_gwas/coloc_input	CNCR_Insomnia_all	113006	cc	0.286568855	117_admix	pval_only
/mnt/lab_data/montgomery/nicolerg/local-eqtl/admixed/annotation/coloc/gtex_gwas/coloc_input	DIAGRAM_T2D_TRANS_ETHNIC	149461	cc	0.233104288	117_admix	pval_only
/mnt/lab_data/montgomery/nicolerg/local-eqtl/admixed/annotation/coloc/gtex_gwas/coloc_input	EAGLE_Eczema	116863	cc	0.183111849	117_admix	pval_only
/mnt/lab_data/montgomery/nicolerg/local-eqtl/admixed/annotation/coloc/gtex_gwas/coloc_input	EGG_BL	28459	quant	NA	117_admix	pval_only
/mnt/lab_data/montgomery/nicolerg/local-eqtl/admixed/annotation/coloc/gtex_gwas/coloc_input	EGG_BMI_HapMapImputed	35668	quant	NA	117_admix	pval_only
/mnt/lab_data/montgomery/nicolerg/local-eqtl/admixed/annotation/coloc/gtex_gwas/coloc_input	EGG_BW3_EUR	143677	quant	NA	117_admix	pval_only
/mnt/lab_data/montgomery/nicolerg/local-eqtl/admixed/annotation/coloc/gtex_gwas/coloc_input	EGG_Pubertal_growth_10F	6974	quant	NA	117_admix	pval_only
/mnt/lab_data/montgomery/nicolerg/local-eqtl/admixed/annotation/coloc/gtex_gwas/coloc_input	EGG_Pubertal_growth_12M	6986	quant	NA	117_admix	pval_only
/mnt/lab_data/montgomery/nicolerg/local-eqtl/admixed/annotation/coloc/gtex_gwas/coloc_input	ENIGMA_Intracraneal_Volume	30717	quant	NA	117_admix	pval_only
/mnt/lab_data/montgomery/nicolerg/local-eqtl/admixed/annotation/coloc/gtex_gwas/coloc_input	GABRIEL_Asthma	26475	cc	0.391501416	117_admix	pval_only
/mnt/lab_data/montgomery/nicolerg/local-eqtl/admixed/annotation/coloc/gtex_gwas/coloc_input	GEFOS_Forearm	49988	quant	NA	117_admix	pval_only
/mnt/lab_data/montgomery/nicolerg/local-eqtl/admixed/annotation/coloc/gtex_gwas/coloc_input	GIANT_2017_BMI_Active_EUR	180423	quant	NA	117_admix	pval_only
/mnt/lab_data/montgomery/nicolerg/local-eqtl/admixed/annotation/coloc/gtex_gwas/coloc_input	GIANT_2015_BMI_EUR	322154	quant	NA	117_admix	pval_only
/mnt/lab_data/montgomery/nicolerg/local-eqtl/admixed/annotation/coloc/gtex_gwas/coloc_input	GIANT_HEIGHT	253288	quant	NA	117_admix	pval_only
/mnt/lab_data/montgomery/nicolerg/local-eqtl/admixed/annotation/coloc/gtex_gwas/coloc_input	GIANT_HIP_Combined_EUR	142762	quant	NA	117_admix	pval_only
/mnt/lab_data/montgomery/nicolerg/local-eqtl/admixed/annotation/coloc/gtex_gwas/coloc_input	GIANT_WC_Combined_EUR	232101	quant	NA	117_admix	pval_only
/mnt/lab_data/montgomery/nicolerg/local-eqtl/admixed/annotation/coloc/gtex_gwas/coloc_input	GIANT_WHR_Combined_EUR	212248	quant	NA	117_admix	pval_only
/mnt/lab_data/montgomery/nicolerg/local-eqtl/admixed/annotation/coloc/gtex_gwas/coloc_input	GLGC_Mc_HDL	188578	quant	NA	117_admix	pval_only
/mnt/lab_data/montgomery/nicolerg/local-eqtl/admixed/annotation/coloc/gtex_gwas/coloc_input	GLGC_Mc_LDL	188578	quant	NA	117_admix	pval_only
/mnt/lab_data/montgomery/nicolerg/local-eqtl/admixed/annotation/coloc/gtex_gwas/coloc_input	GLGC_Mc_TG	188578	quant	NA	117_admix	pval_only
/mnt/lab_data/montgomery/nicolerg/local-eqtl/admixed/annotation/coloc/gtex_gwas/coloc_input	GPC-NEO-NEUROTICISM	17375	quant	NA	117_admix	pval_only
/mnt/lab_data/montgomery/nicolerg/local-eqtl/admixed/annotation/coloc/gtex_gwas/coloc_input	HRGene_HeartRate	85787	quant	NA	117_admix	pval_only
/mnt/lab_data/montgomery/nicolerg/local-eqtl/admixed/annotation/coloc/gtex_gwas/coloc_input	IBD.EUR.Crohns_Disease	20833	cc	0.285892574	117_admix	pval_only
/mnt/lab_data/montgomery/nicolerg/local-eqtl/admixed/annotation/coloc/gtex_gwas/coloc_input	IBD.EUR.Inflammatory_Bowel_Disease	34652	cc	0.371753434	117_admix	pval_only
/mnt/lab_data/montgomery/nicolerg/local-eqtl/admixed/annotation/coloc/gtex_gwas/coloc_input	IBD.EUR.Ulcerative_Colitis	27432	cc	0.254009915	117_admix	pval_only
/mnt/lab_data/montgomery/nicolerg/local-eqtl/admixed/annotation/coloc/gtex_gwas/coloc_input	IGAP_Alzheimer	54162	cc	0.3140209	117_admix	pval_only
/mnt/lab_data/montgomery/nicolerg/local-eqtl/admixed/annotation/coloc/gtex_gwas/coloc_input	ILAE_Genetic_generalised_epilepsy	28763	cc	0.09060251	117_admix	pval_only
/mnt/lab_data/montgomery/nicolerg/local-eqtl/admixed/annotation/coloc/gtex_gwas/coloc_input	IMMUNOBASE_Celiac_disease_hg19	15283	cc	0.29660407	117_admix	pval_only
/mnt/lab_data/montgomery/nicolerg/local-eqtl/admixed/annotation/coloc/gtex_gwas/coloc_input	IMMUNOBASE_Multiple_sclerosis_hg19	27098	cc	0.358771865	117_admix	pval_only
/mnt/lab_data/montgomery/nicolerg/local-eqtl/admixed/annotation/coloc/gtex_gwas/coloc_input	IMMUNOBASE_Systemic_lupus_erythematosus_hg19	23210	cc	0.311029729	117_admix	pval_only
/mnt/lab_data/montgomery/nicolerg/local-eqtl/admixed/annotation/coloc/gtex_gwas/coloc_input	ISGC_Malik_2016_METASTROKE_all_strokes	29633	cc	0.347821685	117_admix	pval_only
/mnt/lab_data/montgomery/nicolerg/local-eqtl/admixed/annotation/coloc/gtex_gwas/coloc_input	Jones_et_al_2016_Chronotype	128266	quant	NA	117_admix	pval_only
/mnt/lab_data/montgomery/nicolerg/local-eqtl/admixed/annotation/coloc/gtex_gwas/coloc_input	Jones_et_al_2016_SleepDuration	128266	quant	NA	117_admix	pval_only
/mnt/lab_data/montgomery/nicolerg/local-eqtl/admixed/annotation/coloc/gtex_gwas/coloc_input	MAGIC_FastingGlucose	46186	quant	NA	117_admix	pval_only
/mnt/lab_data/montgomery/nicolerg/local-eqtl/admixed/annotation/coloc/gtex_gwas/coloc_input	MAGIC_ln_FastingInsulin	38238	quant	NA	117_admix	pval_only
/mnt/lab_data/montgomery/nicolerg/local-eqtl/admixed/annotation/coloc/gtex_gwas/coloc_input	MAGNETIC_CH2.DB.ratio	24154	quant	NA	117_admix	pval_only
/mnt/lab_data/montgomery/nicolerg/local-eqtl/admixed/annotation/coloc/gtex_gwas/coloc_input	MAGNETIC_HDL.C	19270	quant	NA	117_admix	pval_only
/mnt/lab_data/montgomery/nicolerg/local-eqtl/admixed/annotation/coloc/gtex_gwas/coloc_input	MAGNETIC_IDL.TG	21559	quant	NA	117_admix	pval_only
/mnt/lab_data/montgomery/nicolerg/local-eqtl/admixed/annotation/coloc/gtex_gwas/coloc_input	MAGNETIC_LDL.C	13527	quant	NA	117_admix	pval_only
/mnt/lab_data/montgomery/nicolerg/local-eqtl/admixed/annotation/coloc/gtex_gwas/coloc_input	PGC_ADHD_EUR_2017	53293	cc	0.358377273	117_admix	pval_only
/mnt/lab_data/montgomery/nicolerg/local-eqtl/admixed/annotation/coloc/gtex_gwas/coloc_input	PGC_ASD_2017_CEU	15954	cc	0.463018679	117_admix	pval_only
/mnt/lab_data/montgomery/nicolerg/local-eqtl/admixed/annotation/coloc/gtex_gwas/coloc_input	pgc.scz2	150064	cc	0.246488165	117_admix	pval_only
/mnt/lab_data/montgomery/nicolerg/local-eqtl/admixed/annotation/coloc/gtex_gwas/coloc_input	RA_OKADA_TRANS_ETHNIC	80799	cc	0.238047501	117_admix	pval_only
/mnt/lab_data/montgomery/nicolerg/local-eqtl/admixed/annotation/coloc/gtex_gwas/coloc_input	SSGAC_Depressive_Symptoms	180866	quant	NA	117_admix	pval_only
/mnt/lab_data/montgomery/nicolerg/local-eqtl/admixed/annotation/coloc/gtex_gwas/coloc_input	SSGAC_Education_Years_Pooled	293723	quant	NA	117_admix	pval_only
/mnt/lab_data/montgomery/nicolerg/local-eqtl/admixed/annotation/coloc/gtex_gwas/coloc_input	TAGC_Asthma_EUR	127669	cc	0.156294794	117_admix	pval_only
/mnt/lab_data/montgomery/nicolerg/local-eqtl/admixed/annotation/coloc/gtex_gwas/coloc_input	ICBP_SystolicPressure	203056	quant	NA	117_admix	pval_only
/mnt/lab_data/montgomery/nicolerg/local-eqtl/admixed/annotation/coloc/gtex_gwas/coloc_input	ICBP_DiastolicPressure	203056	quant	NA	117_admix	pval_only
/mnt/lab_data/montgomery/nicolerg/local-eqtl/admixed/annotation/coloc/gtex_gwas/coloc_input	BCAC_ER_negative_BreastCancer_EUR	120000	cc	0.258333333	117_admix	pval_only
/mnt/lab_data/montgomery/nicolerg/local-eqtl/admixed/annotation/coloc/gtex_gwas/coloc_input	BCAC_ER_positive_BreastCancer_EUR	120000	cc	0.1	117_admix	pval_only
/mnt/lab_data/montgomery/nicolerg/local-eqtl/admixed/annotation/coloc/gtex_gwas/coloc_input	BCAC_Overall_BreastCancer_EUR	120000	cc	0.516666667	117_admix	pval_only
/mnt/lab_data/montgomery/nicolerg/local-eqtl/admixed/annotation/coloc/gtex_gwas/coloc_input	tag.evrsmk.tbl	74035	cc	0.566880529	117_admix	pval_only
/mnt/lab_data/montgomery/nicolerg/local-eqtl/REVISIONS/coloc/PAGE/coloc_input	WojcikG_PMID_lncrp.hg38.formatted.sorted.tsv.gz	28520	quant	NA	117_admix	pval_only
/mnt/lab_data/montgomery/nicolerg/local-eqtl/REVISIONS/coloc/PAGE/coloc_input	WojcikG_PMID_lnwbc.out.hg38.formatted.sorted.tsv.gz	28608	quant	NA	117_admix	pval_only
/mnt/lab_data/montgomery/nicolerg/local-eqtl/REVISIONS/coloc/PAGE/coloc_input	WojcikG_PMID_mchc.hg38.formatted.sorted.tsv.gz	19803	quant	NA	117_admix	pval_only
/mnt/lab_data/montgomery/nicolerg/local-eqtl/REVISIONS/coloc/PAGE/coloc_input	WojcikG_PMID_platelets.hg38.formatted.sorted.tsv.gz	29328	quant	NA	117_admix	pval_only
/mnt/lab_data/montgomery/nicolerg/local-eqtl/REVISIONS/coloc/PAGE/coloc_input	WojcikG_PMID_hdl_adjmeds.hg38.formatted.sorted.tsv.gz	33063	quant	NA	117_admix	pval_only
/mnt/lab_data/montgomery/nicolerg/local-eqtl/REVISIONS/coloc/PAGE/coloc_input	WojcikG_PMID_ldl_adjmeds.hg38.formatted.sorted.tsv.gz	32221	quant	NA	117_admix	pval_only
/mnt/lab_data/montgomery/nicolerg/local-eqtl/REVISIONS/coloc/PAGE/coloc_input	WojcikG_PMID_lntriglycerides_adjmeds.hg38.formatted.sorted.tsv.gz	33096	quant	NA	117_admix	pval_only
/mnt/lab_data/montgomery/nicolerg/local-eqtl/REVISIONS/coloc/PAGE/coloc_input	WojcikG_PMID_tc_adjmeds.hg38.formatted.sorted.tsv.gz	33185	quant	NA	117_admix	pval_only
/mnt/lab_data/montgomery/nicolerg/local-eqtl/REVISIONS/coloc/PAGE/coloc_input	WojcikG_PMID_lncigs_per_day_excl_nonsmk.hg38.formatted.sorted.tsv.gz	15862	quant	NA	117_admix	pval_only
/mnt/lab_data/montgomery/nicolerg/local-eqtl/REVISIONS/coloc/PAGE/coloc_input	WojcikG_PMID_lncoffee.hg38.formatted.sorted.tsv.gz	35902	quant	NA	117_admix	pval_only
/mnt/lab_data/montgomery/nicolerg/local-eqtl/REVISIONS/coloc/PAGE/coloc_input	WojcikG_PMID_HbA1c.adjBMI.invn.hg38.formatted.sorted.tsv.gz	11178	quant	NA	117_admix	pval_only
/mnt/lab_data/montgomery/nicolerg/local-eqtl/REVISIONS/coloc/PAGE/coloc_input	WojcikG_PMID_lnFI.adjBMI.invn.hg38.formatted.sorted.tsv.gz	21551	quant	NA	117_admix	pval_only
/mnt/lab_data/montgomery/nicolerg/local-eqtl/REVISIONS/coloc/PAGE/coloc_input	WojcikG_PMID_FG.adjBMI.invn.out.hg38.formatted.sorted.tsv.gz	23911	quant	NA	117_admix	pval_only
/mnt/lab_data/montgomery/nicolerg/local-eqtl/REVISIONS/coloc/PAGE/coloc_input	WojcikG_PMID_T2D_bmi.hg38.formatted.sorted.tsv.gz	45725	cc	0.307096774	117_admix	pval_only
/mnt/lab_data/montgomery/nicolerg/local-eqtl/REVISIONS/coloc/PAGE/coloc_input	WojcikG_PMID_qt_interval.hg38.formatted.sorted.tsv.gz	17348	quant	NA	117_admix	pval_only
/mnt/lab_data/montgomery/nicolerg/local-eqtl/REVISIONS/coloc/PAGE/coloc_input	WojcikG_PMID_qrs_interval.hg38.formatted.sorted.tsv.gz	17046	quant	NA	117_admix	pval_only
/mnt/lab_data/montgomery/nicolerg/local-eqtl/REVISIONS/coloc/PAGE/coloc_input	WojcikG_PMID_pr_interval.hg38.formatted.sorted.tsv.gz	17422	quant	NA	117_admix	pval_only
/mnt/lab_data/montgomery/nicolerg/local-eqtl/REVISIONS/coloc/PAGE/coloc_input	WojcikG_PMID_sbp_adjmeds_win.hg38.formatted.sorted.tsv.gz	35433	quant	NA	117_admix	pval_only
/mnt/lab_data/montgomery/nicolerg/local-eqtl/REVISIONS/coloc/PAGE/coloc_input	WojcikG_PMID_dbp_adjmeds_win.hg38.formatted.sorted.tsv.gz	35433	quant	NA	117_admix	pval_only
/mnt/lab_data/montgomery/nicolerg/local-eqtl/REVISIONS/coloc/PAGE/coloc_input	WojcikG_PMID_htn.hg38.formatted.sorted.tsv.gz	49141	cc	0.55194237	117_admix	pval_only
/mnt/lab_data/montgomery/nicolerg/local-eqtl/REVISIONS/coloc/PAGE/coloc_input	WojcikG_PMID_invn_rwhrbmi_fs.out.hg38.formatted.sorted.tsv.gz	24838	quant	NA	117_admix	pval_only
/mnt/lab_data/montgomery/nicolerg/local-eqtl/REVISIONS/coloc/PAGE/coloc_input	WojcikG_PMID_invn_rwhrbmi_ms.hg38.formatted.sorted.tsv.gz	9066	quant	NA	117_admix	pval_only
/mnt/lab_data/montgomery/nicolerg/local-eqtl/REVISIONS/coloc/PAGE/coloc_input	WojcikG_PMID_invn_rheight_alls.hg38.formatted.sorted.tsv.gz	49796	quant	NA	117_admix	pval_only
/mnt/lab_data/montgomery/nicolerg/local-eqtl/REVISIONS/coloc/PAGE/coloc_input	WojcikG_PMID_invn_rbmi_alls.hg38.formatted.sorted.tsv.gz	49335	quant	NA	117_admix	pval_only
/mnt/lab_data/montgomery/nicolerg/local-eqtl/REVISIONS/coloc/PAGE/coloc_input	WojcikG_PMID_ckd_analysis.hg38.formatted.sorted.tsv.gz	45727	cc	0.090843484	117_admix	pval_only
/mnt/lab_data/montgomery/nicolerg/local-eqtl/REVISIONS/coloc/PAGE/coloc_input	WojcikG_PMID_esrd_analysis.hg38.formatted.sorted.tsv.gz	33061	cc	0.018208766	117_admix	pval_only
/mnt/lab_data/montgomery/nicolerg/local-eqtl/REVISIONS/coloc/PAGE/coloc_input	WojcikG_PMID_egfrckdepi.hg38.formatted.sorted.tsv.gz	27900	quant	NA	117_admix	pval_only
/mnt/lab_data/montgomery/nicolerg/local-eqtl/REVISIONS/coloc/PAGE/coloc_input	WojcikG_PMID_invn_rwhrbmi_alls.hg38.formatted.sorted.tsv.gz	33904	quant	NA	117_admix	pval_only
